,Abundance,Substructure,SMILES,SMARTS
859,1025,N-(N-Sulfonyl)urea,CN(C(N)=O)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
860,1015,"S,2,3-(1-Sulfanyl)guanidine",CN=C(NC)NSC,[#6v4]-[#16v2]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
861,1010,α-Amino_carbothioate_S-ester,CSC(=O)C(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#8v2])-[#16v2]-[#6v4]
862,1010,3-Triazene,CNN=N,[#1]-[#7v3]=[#7v3]-[#7v3](-[#1])-[#6v4]
863,1009,"N',2-Hydrazinecarboximidamide",CN=C(N)NNC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
864,1007,Carboxy_carboxylate,CC(=O)OC(=O)O,[#6v4]-[#6v4](=[#8v2])-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#1]
865,1003,"N,N'-Boranediamine",CNB(C)NC,[#6v4]-[#5v3](-[#7v3](-[#1])-[#6v4])-[#7v3](-[#1])-[#6v4]
866,994,"N,N',N',S-(N-Sulfanyl)urea",CSN(C)C(=O)N(C)C,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
867,994,1-Hydrazinecarboxylic_acid,CN(N)C(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
868,993,Carbohydrazonate_ester,COC(C)=NN,[#6v4]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#1])-[#8v2]-[#6v4]
869,990,2-(1-Azido)hydrazine,CNNN=[N+]=[N-],[#7v2-]=[#7v4+]=[#7v3]-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
870,989,"1,3-Guanidine",CNC(=N)NC,[#6v4]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#1])-[#7v3](-[#1])-[#6v4]
871,988,"N,N',1-Hydrazinecarboximidamide_(2-propan-2-ylidene)",CN=C(NC)N(C)N=C(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
872,984,Hydroxysulfane(IV),CS(C)(C)O,[#6v4]-[#16v4](-[#6v4])(-[#6v4])-[#8v2]-[#1]
873,981,Carboximidoyl_cyanide,CC(=N)C#N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4]#[#7v3]
874,978,"Phosphorothioic_O,O-acid_S-ester",CSP(=O)(O)O,[#6v4]-[#16v2]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#8v2]-[#1]
875,976,"N,S-(N-Sulfanyl)carbamate_ester",COC(=O)N(C)SC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#16v2]-[#6v4]
876,968,"N,N,N',N'-Sulfurous_diamide",CN(C)S(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
877,964,2-Guanidine_(3-ethylidene),CC=NC(N)=NC,[#1]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
878,960,N-(N-Sulfanyl)urea,CN(S)C(N)=O,[#1]-[#16v2]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
879,956,"N,N,S-Dithiohydroperoxylamine",CSSN(C)C,[#6v4]-[#7v3](-[#6v4])-[#16v2]-[#16v2]-[#6v4]
880,946,"S-(N,N-Amino)_carbothioate",CC(=O)SN(C)C,[#6v4]-[#6v4](=[#8v2])-[#16v2]-[#7v3](-[#6v4])-[#6v4]
881,944,"Phosphorodithioic_S-acid_O,O-ester",COP(=S)(S)OC,[#6v4]-[#8v2]-[#15v5](=[#16v2])(-[#16v2]-[#1])-[#8v2]-[#6v4]
882,944,Borane_(primary),CB,[#6v4]-[#5v3](-[#1])-[#1]
883,944,2-Guanidine_(3-propan-2-ylidene),CN=C(N)N=C(C)C,[#1]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
884,943,α-Dithioketone,CC(=S)C(C)=S,[#6v4]-[#6v4](=[#16v2])-[#6v4](=[#16v2])-[#6v4]
885,941,"N,N-Amino_formate",CN(C)OC=O,[#1]-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#6v4])-[#6v4]
886,940,N-Azidocarbothioamide,CNC(=S)N=[N+]=[N-],[#6v4]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3]=[#7v4+]=[#7v2-]
887,939,"O,2-(1-Hydroxy)guanidine",CN=C(N)NOC,[#6v4]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
888,938,"N,N',O-(N-Hydroxy)formimidamide",CN=CN(C)OC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#8v2]-[#6v4])-[#6v4]
889,935,"N',N',N''-Formimidohydrazide",CN=CNN(C)C,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4]
890,933,N-Ketenimine,C=C=NC,[#1]-[#6v4](=[#6v4]=[#7v3]-[#6v4])-[#1]
891,932,"Carbonodithioic_O,S-acid_O-ester",COC(=S)S,[#6v4]-[#8v2]-[#6v4](=[#16v2])-[#16v2]-[#1]
892,932,"N',S-(N-Sulfanyl)carboximidamide",CN=C(C)NSC,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#16v2]-[#6v4]
893,930,α-Amino_thiol_(primary),CC(N)S,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#16v2]-[#1])-[#1]
894,929,"N',N',S-(N-Amino)thiohydroxylamine",CSNN(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#1])-[#16v2]-[#6v4]
895,922,"N,N,N'-Sulfonimidamide",CN=S(C)(=O)N(C)C,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
896,922,Phosphinothioate_O-ester,COP(C)(C)=S,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#6v4])-[#6v4]
897,921,"N',N''-(N-Hydrazinyl)ketimine",CNN(C)N=C(C)C,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
898,918,Carboximidamide_(N-methylidene),C=NC(C)=N,[#1]-[#6v4](-[#1])=[#7v3]-[#6v4](-[#6v4])=[#7v3]-[#1]
899,899,"Carbonothioic_O,S-acid_O-ester",COC(=O)S,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#16v2]-[#1]
900,898,N'-Formimidamide_(N-methylidene),C=NC=NC,[#1]-[#6v4](-[#1])=[#7v3]-[#6v4](-[#1])=[#7v3]-[#6v4]
901,895,N-Dithiohydroxylamine,CN(S)S,[#1]-[#16v2]-[#7v3](-[#6v4])-[#16v2]-[#1]
902,894,1-Hydrazinecarboxamide_(2-propan-2-ylidene),CC(C)=NN(C)C(N)=O,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
903,893,"N,1-Hydrazinecarbothioamide",CNC(=S)N(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#6v4]
904,891,"N,N,N',N',N'',N''-Phosphoric_triamide",CN(C)P(=O)(N(C)C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#15v5](=[#8v2])(-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
905,890,α-Hydroxy_ketimine,CC(=N)C(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#7v3]-[#1])-[#6v4]
906,890,B-Borane_(methylidene),C=BC,[#6v4]-[#5v3]=[#6v4](-[#1])-[#1]
907,889,α-Hydroxy_N-aldimine,CN=CC(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#7v3]-[#6v4])-[#1]
908,885,N'-(N-Hydroxy)urea,CNC(=O)NO,[#1]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
909,884,"N,N'-(N-Hydroxy)formimidamide",CN=CN(C)O,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#8v2]-[#1]
910,883,"Phosphorothioic_O-acid_O,S-ester",COP(=O)(O)SC,[#6v4]-[#16v2]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#8v2]-[#6v4]
911,882,"Phosphonothioate_O,S-ester",COP(C)(=O)SC,[#6v4]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#16v2]-[#6v4]
912,875,N-Iminosulfonamide,CN=NS(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3]=[#7v3]-[#6v4]
913,864,SOS-Dithiotrioxide,CSOSC,[#6v4]-[#16v2]-[#8v2]-[#16v2]-[#6v4]
914,863,Formimidothioate_ester,CSC=N,[#1]-[#6v4](=[#7v3]-[#1])-[#16v2]-[#6v4]
915,862,"N,N,S-Carboxamidothioxime",CSN=C(C)N(C)C,[#6v4]-[#6v4](=[#7v3]-[#16v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
916,859,"N,N-Boronamidate_ester",COB(C)N(C)C,[#6v4]-[#5v3](-[#8v2]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
917,858,N-Hydrazinecarboximidothioate_ester_(2-ethylidene),CC=NNC(=NC)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
918,856,N-Hydroxylamine-O-carboxylate_ester,CNOC(=O)OC,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#6v4]
919,853,α-Sulfanyl_alcohol_(primary),CC(O)S,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#16v2]-[#1])-[#1]
920,852,"N,N',1,2-Hydrazinecarboximidamide",CN=C(NC)N(C)NC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
921,852,Iminocarboximidamide,CC(=N)N=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3]=[#7v3]-[#1]
922,851,N-Carboxamidoxime,CNC(C)=NO,[#6v4]-[#6v4](=[#7v3]-[#8v2]-[#1])-[#7v3](-[#1])-[#6v4]
923,849,1-Hydrazinecarbothioamide_(2-ethylidene),CC=NN(C)C(N)=S,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
924,847,Hydroxylamine-O-carboxylate_ester_(N-propan-2-ylidene),COC(=O)ON=C(C)C,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#7v3]=[#6v4](-[#6v4])-[#6v4]
925,845,S-(N-Amino)_carbothioate,CNSC(C)=O,[#6v4]-[#6v4](=[#8v2])-[#16v2]-[#7v3](-[#1])-[#6v4]
926,845,"N,N-Hydroxylamine-O-carboxylic_acid",CN(C)OC(=O)O,[#1]-[#8v2]-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#6v4])-[#6v4]
927,843,"N,N,N'-Hydrazinecarboximidamide_(2-propan-2-ylidene)",CN=C(NN=C(C)C)N(C)C,[#6v4](-[#6v4])(-[#6v4])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
928,839,"N',N''-Formimidohydrazide",CN=CNNC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#6v4])-[#1]
929,834,N-Boronamidate_ester,CNB(C)OC,[#6v4]-[#5v3](-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
930,832,Disulfone,CS(=O)(=O)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#16v6](=[#8v2])(=[#8v2])-[#6v4]
931,830,Phosphoramidate_ester,COP(N)(=O)OC,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#8v2]-[#6v4])-[#7v3](-[#1])-[#1]
932,830,"N,N'-(N-Sulfonyl)formimidamide",CN=CN(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#1]
933,830,Carbamodithioate_ester,CSC(N)=S,[#1]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#16v2]-[#6v4]
934,819,"1,2,3-(1-Sulfonyl)guanidine",CN=C(NC)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
935,818,N-Carboximidohydrazide_(N'-ethylidene),CC=NN(C)C(C)=N,[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
936,814,α-Oxo_carbothioate_S-ester,CSC(=O)C(C)=O,[#6v4]-[#6v4](=[#8v2])-[#6v4](=[#8v2])-[#16v2]-[#6v4]
937,814,"N,N-Sulfonimidamide",CN(C)S(C)(=N)=O,[#6v4]-[#16v6](=[#8v2])(=[#7v3]-[#1])-[#7v3](-[#6v4])-[#6v4]
938,814,"N,2-Hydrazinecarboximidothioate_ester",CN=C(NNC)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#7v3](-[#1])-[#6v4]
939,806,Carbonitrile_oxide,CC#[N+][O-],[#6v4]-[#6v4]#[#7v4+]-[#8v1-]
940,805,"N',O-(N-Hydroxy)formimidamide",CN=CNOC,[#1]-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#8v2]-[#6v4]
941,804,"1,2,3,3-(1-Sulfonyl)guanidine",CN=C(N(C)C)N(C)S(C)(=O)=O,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
942,799,"N,O-S-Thiohydroperoxylamine",CNSOC,[#6v4]-[#7v3](-[#1])-[#16v2]-[#8v2]-[#6v4]
943,789,Sulfonyl_iodide,CS(=O)(=O)I,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#53v1]
944,783,"O,O'-Dihydroxysulfane(IV)",COS(C)(C)OC,[#6v4]-[#16v4](-[#6v4])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
945,782,N-(N-Sulfanyl(IV))amine,CNS(C)(C)C,[#6v4]-[#16v4](-[#6v4])(-[#6v4])-[#7v3](-[#1])-[#6v4]
946,774,N-(S-Amino)thiohydroxylamine,CNSN,[#6v4]-[#7v3](-[#1])-[#16v2]-[#7v3](-[#1])-[#1]
947,768,Phosphoramidic_acid_ester,COP(N)(=O)O,[#6v4]-[#8v2]-[#15v5](=[#8v2])(-[#8v2]-[#1])-[#7v3](-[#1])-[#1]
948,768,N-Amino_formate,CNOC=O,[#1]-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#1])-[#6v4]
949,768,"O,O',O''-Trihydroxylamine",CON(OC)OC,[#6v4]-[#8v2]-[#7v3](-[#8v2]-[#6v4])-[#8v2]-[#6v4]
950,762,1-Oxy_geminal_triol,COC(O)(O)O,[#6v4]-[#8v2]-[#6v4](-[#8v2]-[#1])(-[#8v2]-[#1])-[#8v2]-[#1]
951,757,(N-Azido)amine_(ethylidene),CC=NN=[N+]=[N-],[#6v4]-[#6v4](-[#1])=[#7v3]-[#7v3]=[#7v4+]=[#7v2-]
952,756,N-Formohydrazide_(N'-propan-2-ylidene),CC(C)=NN(C)C=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
953,754,2-Diazenecarbothioamide,CN=NC(N)=S,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#1]
954,751,Thioformate_O-ester,COC=S,[#1]-[#6v4](=[#16v2])-[#8v2]-[#6v4]
955,750,1-Oxy_geminal_diol_(primary),COC(O)O,[#1]-[#6v4](-[#8v2]-[#1])(-[#8v2]-[#1])-[#8v2]-[#6v4]
956,746,Sulfinylamine,CN=S=O,[#6v4]-[#7v3]=[#16v4]=[#8v2]
957,745,α-Amino_ketimine,CC(=N)C(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#7v3]-[#1])-[#6v4]
958,743,"N',N''-(N-Hydrazinyl)aldimine",CC=NN(C)NC,[#6v4]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#7v3]=[#6v4](-[#1])-[#6v4]
959,738,"N,P-Phosphonamidite_ester",CNP(C)OC,[#6v4]-[#15v3](-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
960,737,Carboximidic_carboxylic_anhydride,CC(=N)OC(C)=O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#8v2]-[#6v4](=[#8v2])-[#6v4]
961,724,Ketothioxime,CC(C)=NS,[#6v4]-[#6v4](=[#7v3]-[#16v2]-[#1])-[#6v4]
962,721,"B,B,N-Boranamine",CNB(C)C,[#1]-[#7v3](-[#6v4])-[#5v3](-[#6v4])-[#6v4]
963,720,1-Hydrazinecarboxamide_(2-ethylidene),CC=NN(C)C(N)=O,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
964,718,2-Diazenecarboxamide,CN=NC(N)=O,[#6v4]-[#7v3]=[#7v3]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
965,712,(N-Hydroxy)carbothioamide,CC(=S)NO,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#8v2]-[#1]
966,710,α-Amino_N-aldimine,CN=CC(C)N,[#6v4]-[#6v4](-[#7v3](-[#1])-[#1])(-[#1])-[#6v4](=[#7v3]-[#6v4])-[#1]
967,709,α-Imino_carbaldehyde,CC(=N)C=O,[#6v4]-[#6v4](=[#7v3]-[#1])-[#6v4](=[#8v2])-[#1]
968,705,(N-Hydroxy)carbamate_ester,COC(=O)NO,[#6v4]-[#8v2]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#8v2]-[#1]
969,704,Phosphine_(propan-2-ylidene),CC(C)=P,[#6v4]-[#6v4](=[#15v3]-[#1])-[#6v4]
970,703,Phosphoramidous_acid_ester,COP(N)O,[#6v4]-[#8v2]-[#15v3](-[#8v2]-[#1])-[#7v3](-[#1])-[#1]
971,702,"N,N,N',N',N''-Phosphoric_triamide",CNP(=O)(N(C)C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#15v5](=[#8v2])(-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#1])-[#6v4]
972,697,"1,2-(1-Hydroxy)guanidine",CN=C(N)N(C)O,[#1]-[#8v2]-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#1]
973,690,N-Formohydrazide,CN(N)C=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#7v3](-[#1])-[#1]
974,688,Sulfinylcarbaldehyde,CC(=O)S(C)=O,[#6v4]-[#6v4](=[#8v2])-[#16v4](=[#8v2])-[#6v4]
975,686,"N,O-Formamidoxime",CNC=NOC,[#1]-[#6v4](=[#7v3]-[#8v2]-[#6v4])-[#7v3](-[#1])-[#6v4]
976,684,"N,N-Hydroxylamine-O-carboxamide_(N'-propan-2-ylidene)",CC(C)=NOC(=O)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#8v2]-[#7v3]=[#6v4](-[#6v4])-[#6v4]
977,684,N-Iminoacetaldehyde,CN=CC=O,[#1]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#8v2])-[#1]
978,681,Sulfonothioate_O-ester,COS(C)(=O)=S,[#6v4]-[#16v6](=[#8v2])(=[#16v2])-[#8v2]-[#6v4]
979,678,Iminocarboxamide,CC(=O)N=N,[#6v4]-[#6v4](=[#8v2])-[#7v3]=[#7v3]-[#1]
980,678,"N',N'-Amino_N-carboximidothioate",CN=C(C)SN(C)C,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#16v2]-[#7v3](-[#6v4])-[#6v4]
981,672,N'-Carbamimidothioate_(N-propan-2-ylidene),CN=C(N=C(C)C)SC,[#6v4]-[#16v2]-[#6v4](=[#7v3]-[#6v4])-[#7v3]=[#6v4](-[#6v4])-[#6v4]
982,669,N-(N-Hydroxy)carbothioamide,CC(=S)N(C)O,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#8v2]-[#1]
983,665,Phosphine_(ethylidene),CC=P,[#6v4]-[#6v4](=[#15v3]-[#1])-[#1]
984,665,N-Isocyanamide,CN[N+]#[C-],[#6v4]-[#7v3](-[#1])-[#7v4+]#[#6v3-]
985,662,"N,N',1-Hydrazinecarboximidamide",CN=C(NC)N(C)N,[#1]-[#7v3](-[#1])-[#7v3](-[#6v4])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#1])-[#6v4]
986,661,"N,N,N',N'-Phosphonothioic_diamide",CN(C)P(C)(=S)N(C)C,[#6v4]-[#15v5](=[#16v2])(-[#7v3](-[#6v4])-[#6v4])-[#7v3](-[#6v4])-[#6v4]
987,654,"N,N-(N-Sulfanyl(IV))amine",CN(C)S(C)(C)C,[#6v4]-[#16v4](-[#6v4])(-[#6v4])-[#7v3](-[#6v4])-[#6v4]
988,647,"N,N-Hydrazinecarbothioamide_(2-ethylidene)",CC=NNC(=S)N(C)C,[#6v4](-[#6v4])(-[#1])=[#7v3]-[#7v3](-[#1])-[#6v4](=[#16v2])-[#7v3](-[#6v4])-[#6v4]
989,642,"Phosphorodithioic_O-acid_O,S-ester",COP(O)(=S)SC,[#6v4]-[#16v2]-[#15v5](=[#16v2])(-[#8v2]-[#1])-[#8v2]-[#6v4]
990,638,(N-Azido)amine_(propan-2-ylidene),CC(C)=NN=[N+]=[N-],[#6v4]-[#6v4](-[#6v4])=[#7v3]-[#7v3]=[#7v4+]=[#7v2-]
991,632,O-(N-Hydroxy)urea,CONC(N)=O,[#6v4]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#1])-[#1]
992,626,"N2-1,2-Diimine_(propane)",CN=C(C)C=N,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#6v4](=[#7v3]-[#1])-[#1]
993,625,Carbothiohydrazide_(N'-ethylidene),CC=NNC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
994,623,Amino_N-carboximidate,CN=C(C)ON,[#6v4]-[#6v4](=[#7v3]-[#6v4])-[#8v2]-[#7v3](-[#1])-[#1]
995,623,SOO-Thiohydrotrioxide,CSOO,[#6v4]-[#16v2]-[#8v2]-[#8v2]-[#1]
996,622,N-(N-Formyl)formamide,CN(C=O)C=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4](=[#8v2])-[#1]
997,619,"N,O,S-(N-Sulfanyl)hydroxylamine",CON(C)SC,[#6v4]-[#16v2]-[#7v3](-[#6v4])-[#8v2]-[#6v4]
998,613,"O,O',O''-Trihydroxysulfane(IV)",COS(C)(OC)OC,[#6v4]-[#16v4](-[#8v2]-[#6v4])(-[#8v2]-[#6v4])-[#8v2]-[#6v4]
999,612,"2,3,3-(1-Sulfonyl)guanidine",CN=C(NS(C)(=O)=O)N(C)C,[#6v4]-[#16v6](=[#8v2])(=[#8v2])-[#7v3](-[#1])-[#6v4](=[#7v3]-[#6v4])-[#7v3](-[#6v4])-[#6v4]
1000,610,"Phosphorodithioate_O,S,S-ester",COP(=O)(SC)SC,[#6v4]-[#16v2]-[#15v5](=[#8v2])(-[#16v2]-[#6v4])-[#8v2]-[#6v4]
1001,609,N-Formohydrazonamide,CNC=NN,[#1]-[#6v4](=[#7v3]-[#7v3](-[#1])-[#1])-[#7v3](-[#6v4])-[#1]
1002,600,Thiocarbaldehyde_S-oxide,CC=S=O,[#6v4]-[#6v4](-[#1])=[#16v4]=[#8v2]
1003,600,O-S-Thiohydroperoxylamine,COSN,[#1]-[#7v3](-[#1])-[#16v2]-[#8v2]-[#6v4]
1004,597,"Phosphonothioic_O,O-acid",CP(O)(O)=S,[#6v4]-[#15v5](=[#16v2])(-[#8v2]-[#1])-[#8v2]-[#1]
1005,595,N-Phosphoric_triamide,CNP(N)(N)=O,[#6v4]-[#7v3](-[#1])-[#15v5](=[#8v2])(-[#7v3](-[#1])-[#1])-[#7v3](-[#1])-[#1]
1006,594,"N',N'-(N-Hydroxy)urea",CN(C)C(=O)NO,[#1]-[#8v2]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#7v3](-[#6v4])-[#6v4]
1007,585,"N,N',N',S-(N-Amino)thiohydroxylamine",CSN(C)N(C)C,[#6v4]-[#7v3](-[#6v4])-[#7v3](-[#6v4])-[#16v2]-[#6v4]
1008,585,"N,N'-Sulfurous_diamide",CNS(=O)NC,[#6v4]-[#7v3](-[#1])-[#16v4](=[#8v2])-[#7v3](-[#1])-[#6v4]
1009,580,Carboxylic_thioanhydride,CC(=O)SC(C)=O,[#6v4]-[#6v4](=[#8v2])-[#16v2]-[#6v4](=[#8v2])-[#6v4]
1010,576,1-Isodiazene,C[NH+]=[N-],[#6v4]-[#7v4+](-[#1])=[#7v2-]
1011,574,O-(N-Hydroxy)carbothioamide,CONC(C)=S,[#6v4]-[#6v4](=[#16v2])-[#7v3](-[#1])-[#8v2]-[#6v4]
1012,572,α-Hydroxy_carbothioate_S-ester,CSC(=O)C(C)O,[#6v4]-[#6v4](-[#8v2]-[#1])(-[#1])-[#6v4](=[#8v2])-[#16v2]-[#6v4]
1013,572,N-Phosphinothioc_amide,CNP(C)(C)=S,[#6v4]-[#15v5](=[#16v2])(-[#6v4])-[#7v3](-[#1])-[#6v4]
1014,572,"N',N'-Hydroxylamine-O-carboxamide",CN(C)OC(N)=O,[#1]-[#7v3](-[#1])-[#6v4](=[#8v2])-[#8v2]-[#7v3](-[#6v4])-[#6v4]
1015,571,Formohydrazide_(N'-ethylidene),CC=NNC=O,[#1]-[#6v4](=[#8v2])-[#7v3](-[#1])-[#7v3]=[#6v4](-[#1])-[#6v4]
1016,568,Carboximidoyl_azide,CC(=N)N=[N+]=[N-],[#6v4]-[#6v4](=[#7v3]-[#1])-[#7v3]=[#7v4+]=[#7v2-]
1017,566,N-Formaldimine_N-oxide,C=[N+](C)[O-],[#1]-[#6v4](=[#7v4+](-[#6v4])-[#8v1-])-[#1]
1018,565,O-Trihydroxysulfane(IV),COS(C)(O)O,[#6v4]-[#16v4](-[#8v2]-[#1])(-[#8v2]-[#1])-[#8v2]-[#6v4]
1019,565,"Phosphorodithioic_O,O-acid_S-ester",CSP(O)(O)=S,[#6v4]-[#16v2]-[#15v5](=[#16v2])(-[#8v2]-[#1])-[#8v2]-[#1]
